label,new_name,original_mode,original_size,status,error,source_path,output_path
ai,ai_000021.jpg,RGB,1000x667,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\1000_F_561457876_KjtqRhGC0EqEr1G7OaLgn1tjWW38Z2bI.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_000021.jpg
ai,ai_000022.jpg,RGB,1000x667,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\1000_F_563719058_JXnzcPV4GRpWqmF5sqnqmbJ7ow3ca3DS.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_000022.jpg
ai,ai_000023.jpg,RGB,1000x667,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\1000_F_564265464_mp9OwlBNexenRBJcwg5qhCwOxr4TC3gk.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_000023.jpg
ai,ai_000024.jpg,RGB,1000x667,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\1000_F_570271411_Tqbdg5z0mL3qV3eaDS0XGrjMMwk6aNTf.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_000024.jpg
ai,ai_000025.jpg,RGB,1000x667,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\1000_F_588347899_rcxPfuXCi7gXABcOl1TuboinIVfa6ggf.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_000025.jpg
ai,ai_000026.jpg,RGB,1000x667,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\1000_F_609715304_7ejZLzTd3JM94FT5O5jHEkI3pE9PTgZR.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_000026.jpg
ai,ai_000027.jpg,RGBA,720x1280,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\100960167.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_000027.jpg
ai,ai_000028.jpg,RGB,720x1280,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\101325148.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_000028.jpg
ai,ai_000029.jpg,RGB,1200x630,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\10352-original.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_000029.jpg
ai,ai_000030.jpg,RGB,720x1280,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\104023917.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_000030.jpg
ai,ai_000031.jpg,RGB,696x696,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\120522_Lensa_AI.width-696.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_000031.jpg
ai,ai_000032.jpg,RGB,720x1280,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\1235748-ai-animals.png,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_000032.jpg
ai,ai_000033.jpg,RGB,1200x630,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\13-3.png,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_000033.jpg
ai,ai_000034.jpg,RGB,1600x894,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\1344278.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_000034.jpg
ai,ai_000035.jpg,RGB,1440x960,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\1440_AI_and_animal_lang_spotted_naked_mole_rat.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_000035.jpg
ai,ai_000036.jpg,RGB,1440x810,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\1440_AI_and_animal_language_feat.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_000036.jpg
ai,ai_000037.jpg,RGB,1049x649,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\1486689.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_000037.jpg
ai,ai_000038.jpg,RGBA,1181x851,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\1491589248601-image.png,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_000038.jpg
ai,ai_000039.jpg,RGB,1200x800,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\14PMNtflOIXcw4g9HTntybg.png,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_000039.jpg
ai,ai_000040.jpg,RGBA,2951x1400,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\1588269690157-Screen-Shot-2020-04-30-at-20037-PM.png,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_000040.jpg
ai,ai_000041.jpg,RGB,1456x816,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\15G9ADdejiQlTQc0UxNt3Cg.png,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_000041.jpg
ai,ai_000042.jpg,RGB,1440x811,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\1662575095617-collage-maker-07-sep-2022-0224-pm.jpeg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_000042.jpg
ai,ai_000043.jpg,RGB,397x706,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\1687776010494_Screenshot20230626160839.png,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_000043.jpg
ai,ai_000044.jpg,RGB,384x736,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\185bbf9f7bf9e5d1df18aa782d7ddcd2.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_000044.jpg
ai,ai_000045.jpg,RGB,636x382,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\18871730-0-image-a-27_1569333047511.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_000045.jpg
ai,ai_000046.jpg,RGBA,1024x1024,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\188PNRFVDD0f9aTkdz34WYA.png,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_000046.jpg
ai,ai_000047.jpg,RGB,1024x1024,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\196027s_art_of_cow_getting_abducted_by_UFO_in_midwest.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_000047.jpg
ai,ai_000048.jpg,RGBA,1330x892,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\19lv0WF2Fpg5AVtefTvLQJA.png,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_000048.jpg
ai,ai_000049.jpg,RGB,1280x720,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\1a9B6fCE7uFAgaQDUMGFRqw.jpeg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_000049.jpg
ai,ai_000050.jpg,RGB,1400x1400,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\1ayKvyXsQfIHS7OOCswZA1g.png,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_000050.jpg
ai,ai_000051.jpg,RGB,956x956,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\1BoIwK3flsWLkT57s18Bpgg.png,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_000051.jpg
ai,ai_000052.jpg,RGB,1280x769,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\1btbVIzhV6dASEHy6bJmJHA.png,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_000052.jpg
ai,ai_000053.jpg,RGB,1024x1024,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\1ddpDkJ0Zx4D37qoUehikeg.png,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_000053.jpg
ai,ai_000054.jpg,RGB,1024x1024,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\1DUblwf5wpci3hVlmG4ZnDw.png,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_000054.jpg
ai,ai_000055.jpg,RGB,1400x933,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\1E9WJo1jFlzdGVuFhb4BdQw.png,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_000055.jpg
ai,ai_000056.jpg,RGB,1400x933,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\1EOlo-3uyfHVlEE649tq62g.png,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_000056.jpg
ai,ai_000057.jpg,RGBA,1400x467,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\1fQEPjVkihxmK4iRm8dyVcA.png,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_000057.jpg
ai,ai_000058.jpg,RGB,1400x1146,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\1fu-PkIWiOiMMedfiGmFefg.jpeg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_000058.jpg
ai,ai_000059.jpg,RGB,1024x1024,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\1If0feu29zDCd9QIWw-vG9Q.png,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_000059.jpg
ai,ai_000060.jpg,RGB,1024x512,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\1IGvTkw48FTa1pO33VbG4eA.png,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_000060.jpg
ai,ai_000061.jpg,RGB,1024x1024,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\1JfLNu1-TgkKhhX-e_FgpOA.png,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_000061.jpg
ai,ai_000062.jpg,RGB,1200x600,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\1k1x6oDDEtXdQeKTAKQsSbQ.jpeg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_000062.jpg
ai,ai_000063.jpg,RGBA,1400x749,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\1lYr05XDF4i_da6eQZ0C6yw.png,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_000063.jpg
ai,ai_000064.jpg,RGB,1024x1024,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\1Mcde2p8rG0uUjwwQ-tGWLg.png,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_000064.jpg
ai,ai_000065.jpg,RGB,1400x933,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\1MhC86XK2wg6AC30Wm2ZiEw.png,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_000065.jpg
ai,ai_000066.jpg,RGBA,1400x749,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\1OeeE1RRVpzeCUyD030s8Kg.png,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_000066.jpg
ai,ai_000067.jpg,RGB,759x412,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\1OEipycyFugvcLmEh2_zINQ.png,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_000067.jpg
ai,ai_000068.jpg,RGB,900x438,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\1pTojVbbfa1akdP6JfX0hHA.png,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_000068.jpg
ai,ai_000069.jpg,RGBA,1080x1080,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\1RXHJgL-Sfrm3OoCyiYYhtQ.png,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_000069.jpg
ai,ai_000070.jpg,RGB,1024x1024,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\1sTXgMwDUW0pk-1yK4iHYFw.png,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_000070.jpg
ai,ai_000071.jpg,RGB,1400x1747,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\1u7_j9GJ8BuLJv529Og-Tgg.png,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_000071.jpg
ai,ai_000072.jpg,RGB,799x599,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\1VYisIu_trZPEZbLWkUtmBg.jpeg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_000072.jpg
ai,ai_000073.jpg,RGB,1400x1400,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\1WA1ZUTaiGV9YO5lVEPPFhA.png,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_000073.jpg
ai,ai_000074.jpg,RGB,2048x1649,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\2022-11-10-image-12.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_000074.jpg
ai,ai_000075.jpg,RGB,1024x1024,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\2023spring-ai-wildlife.1024-2.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_000075.jpg
ai,ai_000076.jpg,RGB,720x720,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\22-23-3-17-17-51-3m.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_000076.jpg
ai,ai_000077.jpg,RGB,1500x750,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\221206-lensa-selfies-ai-celebrities-cs-548f22.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_000077.jpg
ai,ai_000078.jpg,RGB,468x468,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\22acc109-736b-480c-a6f7-8ee4e0fc61ed.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_000078.jpg
ai,ai_000079.jpg,RGB,800x751,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\230209101637-malik-afegbua-ngochola-younger.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_000079.jpg
ai,ai_000080.jpg,RGB,800x450,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\230726115314-01-lensa-selfie.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_000080.jpg
ai,ai_000081.jpg,RGBA,1536x1024,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\23uQhgmcFTBQitCwze2wBYPCFjkCmfPzxWbygzom3YM8S8Wz5BKkMsE1NXtEq1DcZuWQS.png,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_000081.jpg
ai,ai_000082.jpg,RGBA,600x400,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\24-AI-FACES-QUIZ-HP-PROMO-COVER-copy-articleLarge-v3.png,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_000082.jpg
ai,ai_000083.jpg,RGB,760x380,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\240201-airec-main-ksp-5625e8.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_000083.jpg
ai,ai_000084.jpg,RGB,650x400,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\24jo7tag_a-delhi-and-mumbai-woman-depicted-in-the-aigenerated-artwork_625x300_29_December_22.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_000084.jpg
ai,ai_000085.jpg,RGB,400x400,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\2A8oNV0baUgW9iGIEk1X.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_000085.jpg
ai,ai_000086.jpg,RGB,1024x768,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\2K65J19-2.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_000086.jpg
ai,ai_000087.jpg,RGB,596x426,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\3048941-inline-i-2-why-google-deep-dreams-of-dogs.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_000087.jpg
ai,ai_000088.jpg,RGB,2670x2100,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\331EB940-E464-438A-B10138CC86B39894_source.jpeg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_000088.jpg
ai,ai_000089.jpg,RGB,900x1599,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\335893730_1248848252414001_2214479283759117231_n_1679724354609_1679724368314_1679724368314.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_000089.jpg
ai,ai_000090.jpg,RGB,736x552,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\394d68ba91ee4f49d400034d8d487997.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_000090.jpg
ai,ai_000091.jpg,RGB,1080x1080,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\3c958e87e755ddec3003722eb91e787a.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_000091.jpg
ai,ai_000092.jpg,RGB,1024x1024,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\3e9bc32a-1d77-4f0a-b0df-199c80060385-1024x1024.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_000092.jpg
ai,ai_000093.jpg,RGB,800x800,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\3eb2e6d3-6ab8-445e-beb2-afdadb30afbd.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_000093.jpg
ai,ai_000094.jpg,RGB,4000x2875,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\3FUI5P53A5JRLCB432NGJMWTMU.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_000094.jpg
ai,ai_000095.jpg,RGB,1152x648,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\3UzfFUqU5NuCDJYtoNMaUf-1200-80.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_000095.jpg
ai,ai_000096.jpg,RGB,4032x2268,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\403e1ee688f55ae08740e13dbcaae5633f7c1d3a-4032x2268.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_000096.jpg
ai,ai_000097.jpg,RGB,728x728,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\41b6d9592db18a15b1e32dfd50.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_000097.jpg
ai,ai_000098.jpg,RGB,1200x738,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\43div2to_animal-selfies_625x300_03_April_23.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_000098.jpg
ai,ai_000099.jpg,RGB,700x696,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\4D0B10FA-D43F-427A-8F12-084A42A52081-63ef4da8f2ef6-jpeg__700.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_000099.jpg
ai,ai_000100.jpg,RGB,592x256,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\4hPwM82KpnA0Rie1400A.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_000100.jpg
ai,ai_000101.jpg,RGB,650x400,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\4m8ul9jg_kings-ai_625x300_27_January_23.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_000101.jpg
ai,ai_000102.jpg,RGB,645x362,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\52285b755ff9e3869fac20294bfe1fc1.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_000102.jpg
ai,ai_000103.jpg,RGB,640x640,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\52520977911_33437880be_z.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_000103.jpg
ai,ai_000104.jpg,RGB,240x135,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\5274772_0f37_5.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_000104.jpg
ai,ai_000105.jpg,RGB,700x875,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\529D7B2E-8BBA-4082-9CF3-871EC70DB41D-63f30f8004ece-jpeg__700.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_000105.jpg
ai,ai_000106.jpg,RGB,750x422,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\5552488_6d18_2.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_000106.jpg
ai,ai_000107.jpg,RGBA,800x574,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\56428422_1662474478_web.png,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_000107.jpg
ai,ai_000108.jpg,RGB,1200x630,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\59e0ba50419705a2c4b22681fb.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_000108.jpg
