split,label,label_id,filename,path
train,ai,0,ai_004876.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_004876.jpg
train,ai,0,ai_000986.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_000986.jpg
train,real,1,real_003728.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\real\real_003728.jpg
train,real,1,real_002958.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\real\real_002958.jpg
train,ai,0,ai_011787.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_011787.jpg
train,ai,0,ai_007353.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_007353.jpg
train,ai,0,ai_009677.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_009677.jpg
train,ai,0,ai_009270.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_009270.jpg
train,ai,0,ai_007403.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_007403.jpg
train,real,1,real_005312.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\real\real_005312.jpg
train,real,1,real_008609.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\real\real_008609.jpg
train,real,1,real_005809.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\real\real_005809.jpg
train,real,1,real_009105.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\real\real_009105.jpg
train,real,1,real_009150.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\real\real_009150.jpg
train,real,1,real_001126.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\real\real_001126.jpg
train,ai,0,ai_008456.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_008456.jpg
train,ai,0,ai_010007.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_010007.jpg
train,real,1,real_006075.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\real\real_006075.jpg
train,ai,0,ai_005854.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_005854.jpg
train,ai,0,ai_002666.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_002666.jpg
train,real,1,real_000041.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\real\real_000041.jpg
train,ai,0,ai_011817.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_011817.jpg
train,real,1,real_001481.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\real\real_001481.jpg
train,real,1,real_006996.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\real\real_006996.jpg
train,ai,0,ai_005665.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_005665.jpg
train,ai,0,ai_007811.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_007811.jpg
train,ai,0,ai_007212.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_007212.jpg
train,ai,0,ai_001072.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_001072.jpg
train,ai,0,ai_011790.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_011790.jpg
train,real,1,real_009056.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\real\real_009056.jpg
train,ai,0,ai_010118.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_010118.jpg
train,ai,0,ai_009806.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_009806.jpg
train,real,1,real_008818.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\real\real_008818.jpg
train,ai,0,ai_002398.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_002398.jpg
train,ai,0,ai_007001.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_007001.jpg
train,ai,0,ai_007878.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_007878.jpg
train,ai,0,ai_009687.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_009687.jpg
train,real,1,real_008555.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\real\real_008555.jpg
train,real,1,real_001055.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\real\real_001055.jpg
train,ai,0,ai_006084.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_006084.jpg
train,real,1,real_005576.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\real\real_005576.jpg
train,real,1,real_008824.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\real\real_008824.jpg
train,ai,0,ai_006662.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_006662.jpg
train,real,1,real_008374.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\real\real_008374.jpg
train,real,1,real_007406.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\real\real_007406.jpg
train,real,1,real_009350.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\real\real_009350.jpg
train,real,1,real_000692.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\real\real_000692.jpg
train,ai,0,ai_006636.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_006636.jpg
train,real,1,real_006646.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\real\real_006646.jpg
train,ai,0,ai_008506.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_008506.jpg
train,ai,0,ai_002402.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_002402.jpg
train,ai,0,ai_010490.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_010490.jpg
train,ai,0,ai_001508.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_001508.jpg
train,ai,0,ai_000938.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_000938.jpg
train,real,1,real_002137.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\real\real_002137.jpg
train,real,1,real_002488.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\real\real_002488.jpg
train,real,1,real_006198.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\real\real_006198.jpg
train,ai,0,ai_007692.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_007692.jpg
train,real,1,real_007555.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\real\real_007555.jpg
train,real,1,real_000681.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\real\real_000681.jpg
train,ai,0,ai_004259.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_004259.jpg
train,ai,0,ai_004976.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_004976.jpg
train,ai,0,ai_009089.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_009089.jpg
train,ai,0,ai_001190.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_001190.jpg
train,real,1,real_008537.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\real\real_008537.jpg
train,ai,0,ai_006065.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_006065.jpg
train,ai,0,ai_001483.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_001483.jpg
train,real,1,real_008435.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\real\real_008435.jpg
train,ai,0,ai_002811.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_002811.jpg
train,ai,0,ai_007702.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_007702.jpg
train,ai,0,ai_011163.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_011163.jpg
train,ai,0,ai_005424.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_005424.jpg
train,ai,0,ai_002945.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_002945.jpg
train,ai,0,ai_000374.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_000374.jpg
train,ai,0,ai_004312.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_004312.jpg
train,real,1,real_006165.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\real\real_006165.jpg
train,ai,0,ai_003764.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_003764.jpg
train,ai,0,ai_010364.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_010364.jpg
train,ai,0,ai_004110.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_004110.jpg
train,ai,0,ai_001858.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_001858.jpg
train,real,1,real_000617.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\real\real_000617.jpg
train,real,1,real_007852.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\real\real_007852.jpg
train,real,1,real_006049.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\real\real_006049.jpg
train,ai,0,ai_000897.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_000897.jpg
train,real,1,real_008386.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\real\real_008386.jpg
train,real,1,real_001971.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\real\real_001971.jpg
train,ai,0,ai_008881.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_008881.jpg
train,ai,0,ai_008486.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_008486.jpg
train,ai,0,ai_007043.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_007043.jpg
train,real,1,real_005593.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\real\real_005593.jpg
train,real,1,real_005348.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\real\real_005348.jpg
train,ai,0,ai_005510.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_005510.jpg
train,real,1,real_004792.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\real\real_004792.jpg
train,real,1,real_000025.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\real\real_000025.jpg
train,ai,0,ai_005624.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_005624.jpg
train,real,1,real_009373.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\real\real_009373.jpg
train,ai,0,ai_000657.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_000657.jpg
train,real,1,real_007481.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\real\real_007481.jpg
train,real,1,real_008203.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\real\real_008203.jpg
train,real,1,real_006827.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\real\real_006827.jpg
train,ai,0,ai_002125.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_002125.jpg
train,ai,0,ai_003501.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_003501.jpg
train,ai,0,ai_009695.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_009695.jpg
train,ai,0,ai_009560.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_009560.jpg
train,ai,0,ai_011248.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_011248.jpg
train,real,1,real_008282.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\real\real_008282.jpg
train,ai,0,ai_008742.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_008742.jpg
train,real,1,real_007107.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\real\real_007107.jpg
train,ai,0,ai_011766.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_011766.jpg
train,ai,0,ai_010326.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_010326.jpg
train,ai,0,ai_006974.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_006974.jpg
train,real,1,real_004155.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\real\real_004155.jpg
train,ai,0,ai_003965.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_003965.jpg
train,ai,0,ai_008543.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_008543.jpg
train,ai,0,ai_000579.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_000579.jpg
train,ai,0,ai_006608.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_006608.jpg
train,real,1,real_001037.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\real\real_001037.jpg
train,real,1,real_009108.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\real\real_009108.jpg
train,ai,0,ai_000864.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_000864.jpg
train,ai,0,ai_004624.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_004624.jpg
train,ai,0,ai_001967.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_001967.jpg
train,ai,0,ai_006195.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_006195.jpg
train,real,1,real_009019.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\real\real_009019.jpg
train,real,1,real_006756.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\real\real_006756.jpg
train,ai,0,ai_001708.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_001708.jpg
train,real,1,real_005654.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\real\real_005654.jpg
train,ai,0,ai_003777.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_003777.jpg
train,real,1,real_006946.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\real\real_006946.jpg
train,real,1,real_009422.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\real\real_009422.jpg
train,ai,0,ai_005859.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_005859.jpg
train,real,1,real_006221.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\real\real_006221.jpg
train,ai,0,ai_004229.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_004229.jpg
train,ai,0,ai_009124.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_009124.jpg
train,real,1,real_004280.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\real\real_004280.jpg
train,ai,0,ai_003544.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_003544.jpg
train,real,1,real_003704.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\real\real_003704.jpg
train,ai,0,ai_000430.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_000430.jpg
train,ai,0,ai_006937.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_006937.jpg
train,ai,0,ai_009526.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_009526.jpg
train,ai,0,ai_008771.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_008771.jpg
train,real,1,real_009248.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\real\real_009248.jpg
train,ai,0,ai_003328.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_003328.jpg
train,real,1,real_001038.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\real\real_001038.jpg
